ACARAId,SchoolName,SchoolType,SchoolURL,States ,Email,Numbers,SchoolGeographicLocation,IndependentSchool,SchoolSector
48746,Atwell Primary School,Prim,https://www.atwellps.wa.edu.au/,WA,atwell.ps@education.wa.edu.au,(08) 6174 2400,50,N,Gov
41571,Auburn Girls High School,Sec,https://auburng-h.schools.nsw.gov.au,NSW,auburng-h.school@det.nsw.edu.au,02 9649 6949,10,N,Gov
41355,Auburn North Public School,Prim,https://auburnnth-p.schools.nsw.gov.au,NSW,auburnnth-p.school@det.nsw.edu.au,02 9748 1036,10,N,Gov
44532,Auburn Primary School,Prim,http://www.auburnps.vic.edu.au,VIC,auburn.ps@education.vic.gov.au,03 9882 7035,20,N,Gov
49315,Auburn Primary School,Prim,http://www.auburnps.sa.edu.au,SA,dl.0425.info@schools.sa.edu.au,(08) 8849 2112,41,N,Gov
41551,Auburn Public School,Prim,https://auburn-p.schools.nsw.gov.au,NSW,auburn-p.school@det.nsw.edu.au,02 9646 2200,10,N,Gov
44721,Auburn South Primary School,Prim,http://www.auburnsthps.vic.edu.au,VIC,auburn.south.ps@education.vic.gov.au,"03 9882 2140, (03) 9882 2140",20,N,Gov
51456,Aurora College,Sec,https://aurora.schools.nsw.gov.au,NSW,auroracoll-h.school@det.nsw.edu.au,1300 287 629,10,N,Gov
40737,Aurora School,Special,http://www.auroraschool.vic.edu.au,VIC,enquire@auroraschool.vic.edu.au,"(03) 88789878, (03) 88789800",20,N,Gov
50562,Aurora Southern Highlands Steiner School,Pri/Sec,http://aurorasteiner.nsw.edu.au/,NSW,"playgroup@aurorasteiner.nsw.edu.au, admin@aurorasteiner.nsw.edu.au, enrol@aurorasteiner.nsw.edu.au",(02) 4862 2300,11,Y,NG
52124,Austin Hospital School,Special,https://austinschool.vic.edu.au/,VIC,austin.sch@education.vic.gov.au,"(03) 9496 5324, (03) 9457 2642",20,N,Gov
42718,Austinmer Public School,Prim,https://austinmer-p.schools.nsw.gov.au,NSW,austinmer-p.school@det.nsw.edu.au,02 4267 1311,10,N,Gov
50262,Austins Ferry Primary School,Prim,https://austinsferryprimary.education.tas.edu.au/,TAS,austins.ferry.primary@decyp.tas.gov.au,(03) 6275 7222,61,N,Gov
50729,"Australian International Academy, Kellyville Campus",Pri/Sec,http://kellyville.aia.nsw.edu.au/,NSW,adminkellyville@aia.nsw.edu.au,61 02 8801 3100,10,Y,NG
43940,"Australian International Academy, Sydney, Strathfield Campus",Pri/Sec,https://strathfield.aia.nsw.edu.au/,NSW,adminnsw@aia.nsw.edu.au,61 02 9642 0104,10,Y,NG
47989,Australian International Islamic College,Pri/Sec,http://www.aiic.qld.edu.au,QLD,"admin@aiic.nt.edu.au, gc.admin@aiic.qld.edu.au, cc.admin@aiic.qld.edu.au, lg.admin@aiic.qld.edu.au, admin@aiic.qld.edu.au","(07) 30696100, (07) 5596 6565, (07) 3372 1400, (07) 3391 7867, (08) 7918 2786",30,Y,NG
53112,Australian International Islamic College Darwin,Prim,https://aiic.qld.edu.au/our-campuses/#Darwin-Campus,NT,"admin@aiic.nt.edu.au, gc.admin@aiic.qld.edu.au, cc.admin@aiic.qld.edu.au, lg.admin@aiic.qld.edu.au, admin@aiic.qld.edu.au","(07) 5596 6565, (07) 3372 1400, 61) 04128193, (07) 3391 7867, (08) 7918 2786",72,Y,NG
53338,Australian Islamic Centre College,Prim,https://aicc.vic.edu.au/,VIC,admin@aicc.vic.edu.au,(03) 9000 0177,20,Y,NG
49103,Australian Islamic College (Dianella),Pri/Sec,http://www.aic.wa.edu.au/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",50,Y,NG
53207,Australian Islamic College (Forrestdale),Pri/Sec,https://aic.wa.edu.au/schools/forrestdale/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 94935819, (08) 9493 2718, (08) 9362 2100",50,Y,NG
53208,Australian Islamic College (Henley Brook),Pri/Sec,https://aic.wa.edu.au/schools/henley-brook/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 93759892, (08) 9362 2100",50,Y,NG
49128,Australian Islamic College (Kewdale),Pri/Sec,http://www.aic.wa.edu.au,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",50,Y,NG
49079,Australian Islamic College (Thornlie),Pri/Sec,http://www.aic.wa.edu.au,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",50,Y,NG
52575,Australian Islamic College Adelaide,Pri/Sec,https://aic.sa.edu.au/,SA,"info@aic.sa.edu.au, info@aic.wa.edu.au","(08) 8340 7799, (08) 9362 2100",40,Y,NG
40683,Australian Science and Mathematics School,Sec,https://www.asms.sa.edu.au/,SA,info@asms.sa.edu.au,,40,N,Gov
52454,Australian Technology and Agricultural College,Sec,https://atac.qld.edu.au/,QLD,"admin@atac.qld.edu.au, info@atac.qld.edu.au",07 5547 8598,30,Y,NG
48648,Australind Primary School,Prim,http://australindps.wa.edu.au/,WA,australind.ps@education.wa.edu.au,"(08) 9796 3900, 233 (08) 9796 3900",51,N,Gov
48235,Australind Senior High School,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4146,WA,Australind.SHS@education.wa.edu.au,(08) 9797 4400,51,N,Gov
41251,Avalon Public School,Prim,https://avalon-p.schools.nsw.gov.au,NSW,avalon-p.school@det.nsw.edu.au,02 9973 1439,10,N,Gov
52578,Aveley North Primary School,Prim,http://aveleynorthps.wa.edu.au/,WA,aveleynorth.ps@education.wa.edu.au,(08) 9297 7800,50,N,Gov
50448,Aveley Primary School,Prim,https://www.aveleyps.wa.edu.au/,WA,aveley.ps@education.wa.edu.au,(08) 9297 7350,50,N,Gov
44033,Avenel Primary School,Prim,http://www.avenelps.vic.edu.au,VIC,avenel.ps@education.vic.gov.au,139956604479981,21,N,Gov
49505,Avenues College,Pri/Sec,http://www.avenuescollege.sa.edu.au,SA,dl.0906.info@schools.sa.edu.au,(08) 8261 2733,40,N,Gov
52149,Avenues Education,Special,https://www.avenuesed.vic.edu.au/,VIC,avenues.education@education.vic.gov.au,"(03) 8552 0588, (03) 9871 3275",20,N,Gov
45976,Avila College,Sec,http://www.avilacollege.vic.edu.au,VIC,avila@avilacollege.vic.edu.au,03 9831 9600,20,N,NG
41856,Avoca Beach Public School,Prim,https://avocabch-p.schools.nsw.gov.au,NSW,avocabch-p.school@det.nsw.edu.au,02 4382 1416,10,N,Gov
44032,Avoca Primary School,Prim,http://www.avocaps.vic.edu.au,VIC,avoca.ps@education.vic.gov.au,(03) 5465 3176,21,N,Gov
44854,Avondale Primary School,Prim,http://www.avondaleps.vic.edu.au,VIC,avondale.ps@education.vic.gov.au,93181755,20,N,Gov
48814,Avonvale Education Support Centre,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6041,WA,Avonvale.ESC@education.wa.edu.au,,51,N,Gov
48276,Avonvale Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5018,WA,Avonvale.PS@education.wa.edu.au,,51,N,Gov
41857,Awaba Public School,Prim,https://awaba-p.schools.nsw.gov.au,NSW,awaba-p.school@det.nsw.edu.au,02 4959 2502,10,N,Gov
40761,Awabakal Environmental Education Centre,Pri/Sec,https://awabakal-e.schools.nsw.gov.au,NSW,awabakal-e.school@det.nsw.edu.au,02 49558673,10,N,Gov
45525,Bacchus Marsh College,Sec,http://www.bmsc.vic.edu.au,VIC,bacchus.marsh.co@education.vic.gov.au,(03) 5367 2955,20,N,Gov
45159,Baden Powell P-9 College,Pri/Sec,http://www.bpc.vic.edu.au/,VIC,baden.powell.p9.co@education.vic.gov.au,"(03) 9748 8688, 0387340900, (03) 8734 0950, (03) 9748 7073, (03) 8734 0900",20,N,Gov
44584,Badger Creek Primary School,Prim,http://www.badgerps.vic.edu.au,VIC,badger.creek.ps@education.vic.gov.au,,21,N,Gov
48278,Badgingarra Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5021,WA,Badgingarra.PS@education.wa.edu.au,,52,N,Gov
40221,Bagdad Primary School,Prim,https://bagdadprimary.education.tas.edu.au/,TAS,Bagdad.Primary@decyp.tas.gov.au,03 6268 6127,62,N,Gov
44812,Bairnsdale West Primary School,Prim,http://www.bwestps.vic.edu.au,VIC,bairnsdale.west.ps@education.vic.gov.au,(03) 5152 3516,22,N,Gov
48279,Bakers Hill Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5022,WA,BakersHill.PS@education.wa.edu.au,08 9574 3100,51,N,Gov
49341,Balaklava Primary School,Prim,http://www.balakr7.sa.edu.au,SA,dl.0477.info@schools.sa.edu.au,(08) 8862 1660,41,N,Gov
42414,Bald Blair Public School,Prim,https://baldblair-p.schools.nsw.gov.au,NSW,baldblair-p.school@det.nsw.edu.au,02 6779 1578,12,N,Gov
41065,Bald Face Public School,Prim,https://baldface-p.schools.nsw.gov.au,NSW,baldface-p.school@det.nsw.edu.au,02 9546 1565,10,N,Gov
52281,Baldivis Gardens Primary School,Prim,https://baldivisgardensps.wa.edu.au/,WA,BaldivisGardens.PS@education.wa.edu.au,08 9523 7000,50,N,Gov
48281,Baldivis Primary School,Prim,http://baldivisps.wa.edu.au,WA,baldivis.ps@education.wa.edu.au,08 9523 5700,50,N,Gov
50540,Baldivis Secondary College,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4190,WA,baldivis@education.wa.edu.au,,50,N,Gov
48282,Balga Primary School,Prim,http://balgaps.wa.edu.au/,WA,balga.ps@education.wa.edu.au,"061 08 9253 4500, 08 9253 4500",50,N,Gov
48283,Balingup Primary School,Prim,http://balingupprimaryschool.wa.edu.au/,WA,Balingup.PS@education.wa.edu.au,08 9782 5900,51,N,Gov
48245,Ballajura Community College,Sec,https://www.bcc.wa.edu.au,WA,ballajura.cc@education.wa.edu.au,"08 9262 7777 265, (08) 9262 7777, 08 9262 7777",50,N,Gov
44964,Ballam Park Primary School,Prim,https://ballamparkps.com.au,VIC,ballam.park.ps@education.vic.gov.au,(03) 9789 5614,20,N,Gov
46384,Ballarat Christian College,Pri/Sec,http://www.balcc.vic.edu.au,VIC,bcc@balcc.vic.edu.au,03 5337 5900,21,Y,NG
45350,Ballarat High School,Sec,http://www.ballaraths.vic.edu.au,VIC,ballarat.hs@education.vic.gov.au,(03) 5338 9000,21,N,Gov
44038,Ballarat Primary School (Dana Street),Prim,http://www.danaps.vic.edu.au,VIC,ballarat.ps.dana@education.vic.gov.au,(03) 5332 1301,21,N,Gov
44831,Ballarat Specialist School,Special,http://www.ballaratss.vic.edu.au,VIC,ballarat.ss@education.vic.gov.au,,21,N,Gov
46355,Ballarat Steiner School,Prim,http://www.ballaratsteinerschool.com.au,VIC,welcome@ballaratsteiner.vic.edu.au,03 5341 8188,21,Y,NG
44653,Balliang East Primary School,Prim,http://www.balliangeastps.vic.edu.au,VIC,balliang.east.ps@education.vic.gov.au,,21,N,Gov
42941,Ballimore Public School,Prim,https://ballimore-p.schools.nsw.gov.au,NSW,ballimore-p.school@det.nsw.edu.au,02 6886 5151,12,N,Gov
42383,Ballina Coast High School,Sec,https://ballina-h.schools.nsw.gov.au,NSW,ballinacoast-h.school@det.nsw.edu.au,02 66810100,11,N,Gov
41130,Balmain Public School,Prim,https://balmain-p.schools.nsw.gov.au,NSW,balmain-p.school@det.nsw.edu.au,02 9818 1177,10,N,Gov
45602,Balmoral K-12 Community College,Pri/Sec,http://www.balmoralcommunitycollege.vic.edu.au,VIC,Balmoral.K12.CC@education.vic.gov.au,(03) 5570 1247,22,N,Gov
44791,Bandiana Primary School,Prim,http://www.bandips.vic.edu.au,VIC,bandiana.ps@edumail.vic.gov.au,"02 6056 2826, 02 6024 7317",21,N,Gov
50139,Baniyala Garrangali School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/baniyala-garrangali-school,NT,teach.det@education.nt.gov.au,1800 646 391,74,N,Gov
41769,Banks Public School,Prim,https://banks-p.schools.nsw.gov.au,NSW,banks-p.school@det.nsw.edu.au,02 9670 6506,10,N,Gov
48744,Banksia Grove Primary School,Prim,https://banksiagroveprimary.wa.edu.au/,WA,banksiagrove.ps@education.wa.edu.au,031 08 9233 6333,50,N,Gov
40834,Banksia Montessori School,Prim,http://www.banksia.wa.edu.au,WA,info@banksia.wa.edu.au,08 9275 5997,50,Y,NG
49600,Banksia Park International High School,Sec,http://www.bpihs.sa.edu.au/,SA,dl.1117.info@schools.sa.edu.au,,40,N,Gov
48697,Banksia Park Primary School,Prim,https://banksiaparkps.wa.edu.au/,WA,BanksiaPark.PS@education.wa.edu.au,(08) 9266 6400,50,N,Gov
41462,Banksia Road Public School,Prim,https://banksiard-p.schools.nsw.gov.au,NSW,banksiard-p.school@det.nsw.edu.au,02 9707 3423,10,N,Gov
41572,Bankstown Girls High School,Sec,https://bankstowng-h.schools.nsw.gov.au,NSW,bankstowng-h.school@det.nsw.edu.au,02 9709 6788,10,N,Gov
40806,Bankstown Hospital School,Special,https://banksthos-s.schools.nsw.gov.au,NSW,banksthos-s.school@det.nsw.edu.au,02 9722 8063,10,N,Gov
41360,Bankstown North Public School,Prim,https://bankstownn-p.schools.nsw.gov.au,NSW,bankstownn-p.school@det.nsw.edu.au,02 9709 5506,10,N,Gov
40638,Bankstown Senior College,Sec,https://bankstowns-h.schools.nsw.gov.au,NSW,bankstowns-h.school@det.nsw.edu.au,02 9707 3288,10,N,Gov
41457,Bankstown West Public School,Prim,https://bankstownw-p.schools.nsw.gov.au,NSW,bankstownw-p.school@det.nsw.edu.au,02 9790 6158,10,N,Gov
42387,Banora Point High School,Sec,https://banorapnt-h.schools.nsw.gov.au,NSW,banorapnt-h.school@det.nsw.edu.au,07 5513 1960,10,N,Gov
42141,Banora Point Public School,Prim,https://banorapt-p.schools.nsw.gov.au,NSW,banorapt-p.school@det.nsw.edu.au,07 5524 1444,10,N,Gov
53302,Banum Warrik Primary School,Prim,https://banumwarrikps.vic.edu.au/,VIC,Banum.warrik.ps@education.vic.gov.au,,20,N,Gov
44627,Banyan Fields Primary School,Prim,https://www.bfps.vic.edu.au/,VIC,banyan.fields.ps@education.vic.gov.au,(03) 9782 1333,20,N,Gov
42942,Baradine Central School,Pri/Sec,https://baradine-c.schools.nsw.gov.au,NSW,baradine-c.school@det.nsw.edu.au,02 6843 1805,13,N,Gov
41468,Bardia Public School,Prim,https://bardia-p.schools.nsw.gov.au,NSW,bardia-p.school@det.nsw.edu.au,02 9605 2459,10,N,Gov
40525,Bardwell Park Infants School,Prim,https://bardwelpki-p.schools.nsw.gov.au,NSW,bardwelpki-p.school@det.nsw.edu.au,"02 9567 8754, 95678754",10,N,Gov
42536,Barellan Central School,Pri/Sec,https://barellan-c.schools.nsw.gov.au,NSW,barellan-c.school@det.nsw.edu.au,02 6963 9202,12,N,Gov
41361,Bargo Public School,Prim,https://bargo-p.schools.nsw.gov.au,NSW,bargo-p.school@det.nsw.edu.au,02 4684 1396,11,N,Gov
42537,Barham Public School,Prim,https://barham-p.schools.nsw.gov.au,NSW,barham-p.school@det.nsw.edu.au,03 5453 2133,12,N,Gov
45005,Baringa Special School,Special,http://www.baringass.vic.edu.au/,VIC,baringa.ss@education.vic.gov.au,351271744,21,N,Gov
43838,Barker College,Sec,http://www.barker.college,NSW,reception@barker.nsw.edu.au,,10,Y,NG
49352,Barmera Primary School,Prim,http://www.barmeraps.sa.edu.au,SA,dl.0506.info@schools.sa.edu.au,(08) 8588 2198,42,N,Gov
44296,Barnawartha Primary School,Prim,https://barnawarthaprimaryschool.com/,VIC,barnawartha.ps@education.vic.gov.au,"02 60267227, 0260267227",21,N,Gov
42887,Barrack Heights Public School,Prim,https://barrackht-p.schools.nsw.gov.au,NSW,barrackht-p.school@det.nsw.edu.au,02 4296 4222,10,N,Gov
52928,Barramurra Public School,Prim,https://barramurra-p.schools.nsw.gov.au,NSW,barramurra-p.school@det.nsw.edu.au,,10,N,Gov
53176,Barrawang Primary School,Prim,https://www.barrawangps.vic.edu.au/,VIC,barrawang.ps@education.vic.gov.au,03 8652 8590,20,N,Gov
41342,Barrenjoey High School,Sec,https://barrenjoey-h.schools.nsw.gov.au,NSW,barrenjoey-h.school@det.nsw.edu.au,02 9918 8811,10,N,Gov
40697,Barrenjoey Montessori School,Prim,http://www.barrenjoeymontessori.com.au/,NSW,info@bms.nsw.edu.au,,10,Y,NG
52471,Barton Primary School,Prim,http://bartonps.vic.edu.au/,VIC,barton.ps@education.vic.gov.au,03 8766 4000,20,N,Gov
50079,Barunga School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/barunga-school,NT,teach.det@education.nt.gov.au,1800 646 391,74,N,Gov
44314,Barwon Heads Primary School,Prim,http://www.bhps.vic.edu.au,VIC,barwon.heads.ps@education.vic.gov.au,"03 5254 2324, (03) 5254 2324",21,N,Gov
42512,Barwon Learning Centre,Special,https://barwonlc-s.schools.nsw.gov.au,NSW,www.barwonlc-s.school@det.nsw.edu.au,02 67511573,12,N,Gov
45178,Barwon Valley School,Special,http://www.barwonss.vic.edu.au,VIC,barwon.valley.sch@education.vic.gov.au,52431813,20,N,Gov
42144,Baryulgil Public School,Prim,https://baryulgil-p.schools.nsw.gov.au,NSW,baryulgil-p.school@det.nsw.edu.au,02 6647 2124,12,N,Gov
49354,Basket Range Primary School,Prim,http://www.basketrangeps.sa.edu.au/,SA,dl.0511.info@schools.sa.edu.au,(08) 8390 3466,41,N,Gov
40597,Bass Coast College,Sec,http://www.wonthaggisc.vic.edu.au,VIC,Bass.coast.co.wonthaggi@education.vic.gov.au,"(03) 5611 4000, 995 (03) 5611 4000, 992 (03) 5610 2020, 995 (03) 5672 0900",21,N,Gov
45589,Bass Coast Specialist School,Special,http://basscoastss.vic.edu.au/,VIC,bass.coast.ss@education.vic.gov.au,356724474,21,N,Gov
41567,Bass High School,Sec,https://bass-h.schools.nsw.gov.au,NSW,bass-h.school@det.nsw.edu.au,02 9726 3644,10,N,Gov
42935,Batemans Bay High School,Sec,https://batemansba-h.schools.nsw.gov.au,NSW,batemansba-h.school@det.nsw.edu.au,02 4478 3600,11,N,Gov
43067,Bathurst South Public School,Prim,https://bathursts-p.schools.nsw.gov.au,NSW,bathursts-p.school@det.nsw.edu.au,02 6331 1297,11,N,Gov
43066,Bathurst West Public School,Prim,https://bathurstw-p.schools.nsw.gov.au,NSW,bathurstw-p.school@det.nsw.edu.au,02 6331 1142,11,N,Gov
41828,Baulkham Hills High School,Sec,https://baulkham-h.schools.nsw.gov.au,NSW,"baulkham-h.school@det.nsw.edu.au, bhhsuniformshop@gmail.com",02 9639 8699,10,N,Gov
41295,Baulkham Hills North Public School,Prim,https://baulkhamn-p.schools.nsw.gov.au,NSW,baulkhamn-p.school@det.nsw.edu.au,02 9639 6936,10,N,Gov
44545,Baxter Primary School,Prim,http://www.baxterps.vic.edu.au/,VIC,baxter.ps@education.vic.gov.au,"(03) 5971 1391, (03) 5971 4184",20,N,Gov
52721,Bayanami Public School,Prim,https://bayanami-p.schools.nsw.gov.au,NSW,bayanami-p.school@det.nsw.edu.au,02 9890 8169,10,N,Gov
45212,Bayles Regional Primary School,Prim,http://www.baylesps.vic.edu.au/,VIC,bayles.regional.ps@education.vic.gov.au,0359 977 261,21,N,Gov
46271,Bayside Christian College,Pri/Sec,http://www.baysidecc.vic.edu.au,VIC,registrar@baysidecc.vic.edu.au,"(03) 5971 6700, (03) 5971 6709",20,Y,NG
48052,Bayside Christian College Hervey Bay,Pri/Sec,https://bayside.qld.edu.au/,QLD,admin@bayside.qld.edu.au,"(07) 4124 4417, 655 (07) 4124 4417",31,Y,NG
45106,Bayside Special Developmental School,Special,http://www.baysidesds.vic.edu.au,VIC,bayside.sds@education.vic.gov.au,395554155,20,N,Gov
44711,Bayswater North Primary School,Prim,http://www.bayswaternorth.vic.edu.au/,VIC,bayswater.north.ps@education.vic.gov.au,"(03) 9720 5593, (03) 9729 1744",20,N,Gov
44431,Bayswater Primary School,Prim,http://www.bayswaterps.vic.edu.au,VIC,bayswater.ps@education.vic.gov.au,397213755,20,N,Gov
45352,Bayswater Secondary College,Sec,http://www.bayswatersc.vic.edu.au,VIC,bayswater.sc@education.vic.gov.au,(03) 8720 7555,20,N,Gov
44943,Bayswater South Primary School,Prim,http://www.baysouthps.vic.edu.au,VIC,bayswater.south.ps@education.vic.gov.au,"03 9720 8442, 03 9729 2862",20,N,Gov
46161,Bayview College,Sec,http://www.bayview.vic.edu.au,VIC,School.Contact@bayview.vic.edu.au,03 5523 1042,22,Y,NG
40059,Bayview Secondary College,Sec,https://bayviewsc.education.tas.edu.au,TAS,bayview.secondary.college@education.tas.gov.au,(03) 6247 7800,61,N,Gov
49355,Beachport Primary School,Prim,http://www.beachportps.sa.edu.au,SA,dl.0519.info@schools.sa.edu.au,(08) 8735 8124,42,N,Gov
48288,Beacon Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5033,WA,beacon.ps@education.wa.edu.au,,53,N,Gov
50168,Beaconsfield Primary School,Prim,https://www.beaconsfieldps.wa.edu.au/,WA,beaconsfield.ps@education.wa.edu.au,(08) 9432 1000,50,N,Gov
40243,Beaconsfield Primary School,Prim,https://beaconsfieldprimary.education.tas.edu.au/,TAS,beaconsfield.primary@decyp.tas.gov.au,03 6383 1215,62,N,Gov
44547,Beaconsfield Primary School,Prim,http://www.beaconsfield.vic.edu.au,VIC,beaconsfield.ps@education.vic.gov.au,(03) 9707 1510,20,N,Gov
44134,Bealiba Primary School,Prim,http://www.bealibaps.vic.edu.au/,VIC,bealiba.ps@education.vic.gov.au,03 5469 1256,21,N,Gov
45353,Beaufort Secondary College,Sec,http://www.beaufortsc.vic.edu.au/,VIC,beaufort.sc@education.vic.gov.au,"373 (03) 5349 2305, (03) 5349 2305",21,N,Gov
44847,Beaumaris North Primary School,Prim,http://www.beaumarisnorthps.vic.edu.au,VIC,beaumaris.north.ps@education.vic.gov.au,,20,N,Gov
44667,Beaumaris Primary School,Prim,http://www.beaups.vic.edu.au/,VIC,beaumaris.ps@education.vic.gov.au,(03) 9589 2619,20,N,Gov
52592,Beaumaris Secondary College,Sec,http://www.beaumarissc.vic.edu.au/,VIC,beaumaris.sc@education.vic.gov.au,(03) 8569 9200,20,N,Gov
41783,Beaumont Hills Public School,Prim,https://beaumonthi-p.schools.nsw.gov.au,NSW,beaumonthi-p.school@det.nsw.edu.au,02 8824 6470,10,N,Gov
48319,Beckenham Primary School,Prim,http://beckenhamps.wa.edu.au/,WA,beckenham.ps@education.wa.edu.au,(08) 9278 3700,50,N,Gov
43210,Bede Polding College,Sec,http://www.bedepoldingwindsor.catholic.edu.au,NSW,"bede.polding@midford.com.au, infoline@busways.com.au",02 4560 2900,10,N,NG
42944,Bedgerabong Public School,Prim,https://bedgerebon-p.schools.nsw.gov.au,NSW,bedgerebon-p.school@det.nsw.edu.au,02 6857 1185,12,N,Gov
44092,Beeac Primary School,Prim,http://www.beeacps.vic.edu.au,VIC,beeac.ps@education.vic.gov.au,(03) 5234 6463,21,N,Gov
49085,Beechboro Christian School,Prim,http://www.beechborocs.wa.edu.au,WA,"reception@beechboro.wa.edu.au, enrolments@beechboro.wa.edu.au","(08) 9377 5211, (08) 9377 5211",50,Y,NG
48694,Beechboro Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5696,WA,beechborops@education.wa.edu.au,,50,N,Gov
